device_id,t_start,t_end,duration_s,is_moving,label_operacional,confidence,evidence,accel_mean,accel_std,accel_rms,accel_p95,accel_p99,peak_count,peak_height_mean,peak_interval_mean,pitch_delta,roll_delta,voltage_mean
TRK-101,2025-12-12 20:16:48.140000+00:00,2025-12-12 20:17:08.139000+00:00,19.999,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.08304400828571429,0.13401411953694947,0.15492212148913634,0.42092583,0.46981057400000004,0.0,0.0,,5.527505,0.67126807,4442.0
TRK-101,2025-12-12 20:22:26.139000+00:00,2025-12-12 20:24:39.139000+00:00,133.0,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.028776573080895523,0.07432428858639244,0.07944159116123643,0.1319052375,0.37347989009999816,1.0,0.59094787,,5.148071,6.2951188,4442.0
TRK-101,2025-12-12 20:35:16.139000+00:00,2025-12-12 20:36:02.139000+00:00,46.0,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.08731216677659576,0.09894275480981077,0.13116703996259726,0.251018977,0.4256230863999999,0.0,0.0,,5.9023543,2.6510557,4442.0
TRK-101,2025-12-12 20:41:53.139000+00:00,2025-12-12 20:44:29.139000+00:00,156.0,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.021198896450955414,0.05102586075748682,0.055103974378293966,0.0934401439999999,0.27441187039999987,0.0,0.0,,3.860291,1.6271873,4441.636942675159
TRK-101,2025-12-12 20:55:20.139000+00:00,2025-12-12 20:55:55.140000+00:00,35.001,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.04636874168333333,0.06136651376908668,0.0762318981822074,0.18492541499999998,0.2414184759999999,0.0,0.0,,2.261517999999999,0.48774696,4441.0
TRK-101,2025-12-12 21:02:32.140000+00:00,2025-12-12 21:05:08.139000+00:00,155.999,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.02560145617006369,0.05759747187549445,0.0628631287017078,0.10221348199999997,0.35948658759999985,0.0,0.0,,4.905587500000001,2.31739,4441.114649681529
TRK-101,2025-12-12 21:15:57.139000+00:00,2025-12-12 21:17:00.139000+00:00,63.0,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.060538927104687494,0.07998167959191967,0.09981020269044158,0.24884343699999986,0.349444918,0.0,0.0,,5.809374000000001,2.0557697,4442.0
TRK-101,2025-12-12 21:21:39.139000+00:00,2025-12-12 21:23:14.140000+00:00,95.001,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.013200139296458335,0.04752740439776187,0.04908735188731838,0.061576978750000004,0.22182600649999953,0.0,0.0,,3.9364666,1.6895476,4440.520833333333
TRK-101,2025-12-12 21:23:34.140000+00:00,2025-12-12 21:23:45.139000+00:00,10.999,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.1833441150833333,0.18080248332721519,0.252151689163893,0.48955078699999977,0.6317530054000002,0.0,0.0,,2.9305959999999995,2.2678121,4441.0
TRK-101,2025-12-12 21:24:06.139000+00:00,2025-12-12 21:24:49.139000+00:00,43.0,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.1513026129318182,0.13209070951261193,0.19985968021454514,0.41027985400000005,0.52506115,2.0,0.52434036,35.0,4.567608999999999,2.584096,4441.0
TRK-101,2025-12-12 21:24:51.139000+00:00,2025-12-12 21:25:10.139000+00:00,19.0,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.17934280965,0.11439962555396646,0.21117943551326082,0.377713236,0.3778733832,0.0,0.0,,5.128426999999999,3.1219161,4441.0
TRK-101,2025-12-12 21:25:47.139000+00:00,2025-12-12 21:34:27.139000+00:00,520.0,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.0052725515341650675,0.0221096932266536,0.022709030461846847,0.008985937,0.1343361429999981,0.0,0.0,,3.2854720000000004,1.3107172999999999,4441.0
TRK-101,2025-12-12 21:38:53.139000+00:00,2025-12-12 21:39:56.140000+00:00,63.001,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.029630588426562503,0.06869136535006998,0.0743151991470133,0.16288135449999988,0.3083044955999996,0.0,0.0,,3.309227,2.56393887,4441.515625
TRK-101,2025-12-12 21:40:16.138000+00:00,2025-12-12 21:43:12.139000+00:00,176.001,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.01859920843062147,0.05124684713666144,0.05438136064213897,0.07995974599999996,0.18193391560000005,0.0,0.0,,4.778824,1.9766176599999998,4441.299435028249
TRK-101,2025-12-12 21:53:41.139000+00:00,2025-12-12 21:54:00.141000+00:00,19.002,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.05401259779999999,0.06483746857731865,0.0831328045120794,0.1472631100000001,0.2482003819999998,0.0,0.0,,2.022200999999999,1.1845280999999999,4441.0
TRK-101,2025-12-12 21:54:03.139000+00:00,2025-12-12 21:54:49.140000+00:00,46.001,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.05522400964255318,0.053822258294351305,0.07671304928947682,0.16666147399999992,0.2084075578,0.0,0.0,,2.504491,1.8254031000000002,4441.0
TRK-101,2025-12-12 21:59:15.139000+00:00,2025-12-12 22:25:32.139000+00:00,1577.0,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.0034847698344740176,0.012839294425681238,0.013299873535642513,0.007899984499999999,0.03580456589000005,0.0,0.0,,4.620032,3.26943427,4433.4923954372625
TRK-101,2025-12-12 22:31:20.140000+00:00,2025-12-12 22:31:58.139000+00:00,37.999,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.020944223403846152,0.03861530306341115,0.04349215703874279,0.08823585200000009,0.1575593207999999,0.0,0.0,,4.374217,1.1043831,4401.0
TRK-101,2025-12-12 22:32:33.141000+00:00,2025-12-12 22:35:21.140000+00:00,167.999,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.019263966922366864,0.05719421231476647,0.06019071574181618,0.096931176,0.3419503491999998,0.0,0.0,,4.027156999999999,1.4178998600000001,4391.207100591716
TRK-101,2025-12-12 22:46:11.140000+00:00,2025-12-12 22:46:44.139000+00:00,32.999,False,DESCONHECIDO,0.0,nenhuma regra atingiu threshold,0.06123929700882354,0.12715428224112246,0.13943789785515553,0.21146640699999986,0.5598425946000007,0.0,0.0,,5.733250699999999,1.4305235299999999,4382.117647058823
